"","PLOT","SUBPLOT","SESSION","Log copies final","Common","Species","Family","Group","LeafHabit","MycoType","Wood Anatomy","Sap Flow","YYYYMMDD","Date","DATE","Year","Temp1_7d_avg","Moisture1_7d_avg","PLOT_G.spp"
"19","QUAL","1",4,10.849607044336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. alba"
"20","QUAL","2",4,9.34589924433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. alba"
"21","QUAL","3",4,9.97592448433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. alba"
"22","QUAL","4",4,9.81278176433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. alba"
"23","QUAL","5",4,9.73832018433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. alba"
"24","QUAL","6",4,10.318101404336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. alba"
"25","QUAL","1",5,9.39826501433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"Q. alba"
"26","QUAL","2",5,10.200113774336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"Q. alba"
"27","QUAL","3",5,9.35359033433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"Q. alba"
"28","QUAL","4",5,9.63143966433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"Q. alba"
"29","QUAL","5",5,8.65300032433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"Q. alba"
"30","QUAL","6",5,10.480903324336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"Q. alba"
"31","QUAL","1",6,10.330357354336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"Q. alba"
"32","QUAL","2",6,8.94856066433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"Q. alba"
"33","QUAL","3",6,8.58038117433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"Q. alba"
"34","QUAL","4",6,10.078809924336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"Q. alba"
"35","QUAL","5",6,9.18212255433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"Q. alba"
"36","QUAL","6",6,9.59398294433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"Q. alba"
"37","QUAL","1",7,9.15245662433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"Q. alba"
"38","QUAL","2",7,9.56369181433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"Q. alba"
"39","QUAL","3",7,10.506694004336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"Q. alba"
"40","QUAL","4",7,9.76964473433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"Q. alba"
"41","QUAL","5",7,10.550373604336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"Q. alba"
"42","QUAL","6",7,9.63055932433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"Q. alba"
"43","QUAL","1",8,9.78103976433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"Q. alba"
"44","QUAL","2",8,9.23013284433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"Q. alba"
"45","QUAL","3",8,9.44833316433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"Q. alba"
"46","QUAL","4",8,10.219285924336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"Q. alba"
"47","QUAL","5",8,9.73072332433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"Q. alba"
"48","QUAL","6",8,9.68665496433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"Q. alba"
"49","QUAL","1",9,8.88364500433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"Q. alba"
"50","QUAL","2",9,8.58240061433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"Q. alba"
"51","QUAL","3",9,9.29126635433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"Q. alba"
"52","QUAL","4",9,9.00030173433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"Q. alba"
"53","QUAL","5",9,10.381502604336,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"Q. alba"
"54","QUAL","6",9,9.95313520433602,"White Oak","Quercus alba","Fagaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"Q. alba"
"55","CAOV","1",1,10.908309654336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"C. ovata"
"56","CAOV","2",1,10.209075564336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"C. ovata"
"57","CAOV","3",1,10.603850214336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"C. ovata"
"58","CAOV","4",1,7.55166671433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"C. ovata"
"59","CAOV","5",1,9.77663093433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"C. ovata"
"60","CAOV","6",1,9.33103637433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"C. ovata"
"61","CAOV","1",2,9.31844486433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"C. ovata"
"62","CAOV","2",2,9.50216381433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"C. ovata"
"63","CAOV","3",2,11.014562164336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"C. ovata"
"64","CAOV","4",2,10.302863044336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"C. ovata"
"65","CAOV","5",2,8.86622148433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"C. ovata"
"66","CAOV","6",2,9.61405128933602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"C. ovata"
"67","CAOV","1",3,9.73179619433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"C. ovata"
"68","CAOV","2",3,9.49914287433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"C. ovata"
"69","CAOV","3",3,10.281098659336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"C. ovata"
"70","CAOV","4",3,10.470755164336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"C. ovata"
"71","CAOV","5",3,6.88976051433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"C. ovata"
"72","CAOV","6",3,9.34505412433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"C. ovata"
"73","CAOV","1",4,9.52290532433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"C. ovata"
"74","CAOV","2",4,9.53589248433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"C. ovata"
"75","CAOV","3",4,10.054190774336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"C. ovata"
"76","CAOV","4",4,9.31879554433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"C. ovata"
"77","CAOV","5",4,8.74449452433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"C. ovata"
"78","CAOV","6",4,9.17892977433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"C. ovata"
"79","CAOV","1",5,9.91186716433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"C. ovata"
"80","CAOV","2",5,9.72437948433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"C. ovata"
"81","CAOV","3",5,9.40636474433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"C. ovata"
"82","CAOV","4",5,10.703117964336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"C. ovata"
"83","CAOV","5",5,8.37270075433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"C. ovata"
"84","CAOV","6",5,9.57657024433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-07-21,"July 20-21",2023-07-21,2023,19.817,0.1339,"C. ovata"
"85","CAOV","1",6,8.64335426433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"C. ovata"
"86","CAOV","2",6,10.652985124336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"C. ovata"
"87","CAOV","3",6,9.55595292433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"C. ovata"
"88","CAOV","4",6,8.81214742433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"C. ovata"
"89","CAOV","5",6,10.324782524336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"C. ovata"
"90","CAOV","6",6,9.47776317433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-08-24,"August 23-24",2023-08-24,2023,20.031,0.151,"C. ovata"
"91","CAOV","1",7,10.225100164336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"C. ovata"
"92","CAOV","2",7,10.619107094336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"C. ovata"
"93","CAOV","3",7,10.704132484336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"C. ovata"
"94","CAOV","4",7,10.020238604336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"C. ovata"
"95","CAOV","5",7,9.59155750933602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"C. ovata"
"96","CAOV","6",7,9.71926448433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-09-21,"September 20-22",2023-09-21,2023,15.557,0.1564,"C. ovata"
"97","CAOV","1",8,9.27464318433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"98","CAOV","2",8,10.584767384336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"99","CAOV","3",8,10.466411414336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"100","CAOV","4",8,9.91524388433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"101","CAOV","5",8,9.59010272433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"102","CAOV","6",8,10.351332124336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"103","CAOV","6",8,6.81139504433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-11-01,"November 1-3",2023-11-01,2023,11.795,0.147,"C. ovata"
"104","CAOV","1",9,8.19922256433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"C. ovata"
"105","CAOV","2",9,9.05596315433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"C. ovata"
"106","CAOV","3",9,10.125498404336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"C. ovata"
"107","CAOV","4",9,10.607907124336,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"C. ovata"
"108","CAOV","5",9,9.86037132433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"C. ovata"
"109","CAOV","6",9,9.09945176433602,"Shagbark Hickory","Carya ovata","Juglandaceae","Angio","Deciduous","EM","Ring","No",2023-12-07,"December 6-8",2023-12-07,2023,4.428,0.1906,"C. ovata"
"110","QUBI","1",1,10.115130624336,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"Q. bicolor"
"111","QUBI","2",1,9.59681108433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"Q. bicolor"
"112","QUBI","3",1,10.038588954336,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"Q. bicolor"
"113","QUBI","4",1,9.83288498433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"Q. bicolor"
"114","QUBI","5",1,9.56770190433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"Q. bicolor"
"115","QUBI","6",1,9.34387757433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-04-11,"April 10-12, 2023",2023-04-11,2023,7.318,0.2131,"Q. bicolor"
"116","QUBI","1",2,9.57478055433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"Q. bicolor"
"117","QUBI","2",2,9.51018095433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"Q. bicolor"
"118","QUBI","3",2,9.85677671433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"Q. bicolor"
"119","QUBI","4",2,9.57501652433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"Q. bicolor"
"120","QUBI","5",2,8.52008612433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"Q. bicolor"
"121","QUBI","6",2,10.055095084336,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-05-19,"May 18-19 2023",2023-05-19,2023,12.074,0.118,"Q. bicolor"
"122","QUBI","1",3,10.510797364336,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"Q. bicolor"
"123","QUBI","2",3,9.23688611433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"Q. bicolor"
"124","QUBI","3",3,9.48950258433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"Q. bicolor"
"125","QUBI","4",3,9.71626620433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"Q. bicolor"
"126","QUBI","5",3,9.39155852433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"Q. bicolor"
"127","QUBI","6",3,8.67720230433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-07,"June 6-7 2023",2023-06-07,2023,16.415,0.1042,"Q. bicolor"
"128","QUBI","1",4,10.202038644336,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. bicolor"
"129","QUBI","2",4,10.000183304336,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. bicolor"
"130","QUBI","3",4,8.73870967433602,"Swamp White Oak","Quercus bicolor (west)","Fagaceae","Angio","Deciduous","EM","Ring","Yes",2023-06-30,"June 29-30",2023-06-30,2023,18.283,0.0954,"Q. bicolor"
